Indicator Name,"Indicator Code","Economy Name","Economy Code","2017 [YR2017]"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Romania","ROU","0.601"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Russian Federation","RUS","0.729"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Rwanda","RWA","0.374"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Saudi Arabia","SAU","0.585"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Senegal","SEN","0.418"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Serbia","SRB","0.755"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Seychelles","SYC","0.678"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Sierra Leone","SLE","0.351"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Singapore","SGP","0.884"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Slovak Republic","SVK","0.694"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Slovenia","SVN","0.788"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Solomon Islands","SLB","0.443"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","South Africa","ZAF","0.406"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","South Sudan","SSD","0.302"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Spain","ESP","0.743"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Sri Lanka","LKA","0.584"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Sudan","SDN","0.379"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Sweden","SWE","0.8"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Switzerland","CHE","0.767"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Tajikistan","TJK","0.533"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Tanzania","TZA","0.4"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Thailand","THA","0.604"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Timor-Leste","TLS","0.434"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Togo","TGO","0.413"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Tonga","TON","0.512"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Trinidad and Tobago","TTO","0.613"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Tunisia","TUN","0.508"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Turkey","TUR","0.626"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Tuvalu","TUV","0.554"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Uganda","UGA","0.382"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Ukraine","UKR","0.647"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","United Arab Emirates","ARE","0.659"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","United Kingdom","GBR","0.781"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","United States","USA","0.762"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Uruguay","URY","0.6"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Vanuatu","VUT","0.471"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Vietnam","VNM","0.666"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","West Bank and Gaza","PSE","0.554"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Yemen, Rep.","YEM","0.369"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Zambia","ZMB","0.396"
Human Capital Index (HCI) (scale 0-1),"HD.HCI.OVRL","Zimbabwe","ZWE","0.441"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Afghanistan","AFG","0.363"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Albania","ALB","0.637"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Algeria","DZA","0.545"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Angola","AGO","0.358"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Argentina","ARG","0.632"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Armenia","ARM","0.593"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Australia","AUS","0.805"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Austria","AUT","0.798"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Azerbaijan","AZE","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Bahrain","BHR","0.699"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Bangladesh","BGD","0.492"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Belgium","BEL","0.766"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Benin","BEN","0.403"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Bosnia and Herzegovina","BIH","0.627"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Botswana","BWA","0.446"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Brazil","BRA","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Bulgaria","BGR","0.707"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Burkina Faso","BFA","0.36"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Burundi","BDI","0.387"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Cambodia","KHM","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Cameroon","CMR","0.393"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Canada","CAN","0.808"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Chad","TCD","0.289"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Chile","CHL","0.682"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","China","CHN","0.674"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Colombia","COL","0.609"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Comoros","COM","0.41"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Congo, Dem. Rep.","COD","0.37"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Congo, Rep.","COG","0.411"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Costa Rica","CRI","0.621"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Cote d'Ivoire","CIV","0.323"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Croatia","HRV","0.747"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Cyprus","CYP","0.759"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Czech Republic","CZE","0.8"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Denmark","DNK","0.789"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Dominican Republic","DOM","0.51"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Ecuador","ECU","0.619"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Egypt, Arab Rep.","EGY","0.505"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","El Salvador","SLV","0.512"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Estonia","EST","0.783"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Eswatini","SWZ","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Ethiopia","ETH","0.386"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Finland","FIN","0.848"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","France","FRA","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Gabon","GAB","0.468"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Gambia, The","GMB","0.41"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Georgia","GEO","0.643"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Germany","DEU","0.802"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Ghana","GHA","0.446"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Greece","GRC","0.694"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Guatemala","GTM","0.469"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Guinea","GIN","0.352"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Guyana","GUY","0.521"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Haiti","HTI","0.463"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Honduras","HND","0.502"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Hong Kong SAR, China","HKG","0.833"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Hungary","HUN","0.729"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Iceland","ISL","0.758"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","India","IND","0.451"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Indonesia","IDN","0.55"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Iran, Islamic Rep.","IRN","0.602"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Iraq","IRQ","0.412"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Ireland","IRL","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Israel","ISR","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Italy","ITA","0.774"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Jamaica","JAM","0.558"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Japan","JPN","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Jordan","JOR","0.589"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Kazakhstan","KAZ","0.78"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Kenya","KEN","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Kiribati","KIR","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Korea, Rep.","KOR","0.852"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Kosovo","XKX","0.575"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Kuwait","KWT","0.599"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Kyrgyz Republic","KGZ","0.603"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Lao PDR","LAO","0.462"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Latvia","LVA","0.773"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Lebanon","LBN","0.537"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Lesotho","LSO","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Liberia","LBR","0.325"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Lithuania","LTU","0.761"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Luxembourg","LUX","0.707"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Macao SAR, China","MAC","0.787"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Macedonia, FYR","MKD","0.548"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Madagascar","MDG","0.391"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Malawi","MWI","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Malaysia","MYS","0.645"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Mali","MLI","0.315"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Malta","MLT","0.731"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Mauritania","MRT","0.357"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Mauritius","MUS","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Mexico","MEX","0.62"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Moldova","MDA","0.603"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Mongolia","MNG","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Montenegro","MNE","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Morocco","MAR","0.511"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Mozambique","MOZ","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Myanmar","MMR","0.49"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Namibia","NAM","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Nepal","NPL","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Netherlands","NLD","0.813"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","New Zealand","NZL","0.785"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Nicaragua","NIC","0.55"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Niger","NER","0.312"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Nigeria","NGA","0.338"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Norway","NOR","0.788"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Oman","OMN","0.657"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Pakistan","PAK","0.384"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Panama","PAN","0.544"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Papua New Guinea","PNG","0.393"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Paraguay","PRY","0.535"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Peru","PER","0.589"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Philippines","PHL","0.579"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Poland","POL","0.781"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Portugal","PRT","0.785"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Qatar","QAT","0.654"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Romania","ROU","0.628"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Russian Federation","RUS","0.783"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Rwanda","RWA","0.388"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Saudi Arabia","SAU","0.612"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Senegal","SEN","0.428"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Serbia","SRB","0.771"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Seychelles","SYC","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Sierra Leone","SLE","0.351"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Singapore","SGP","0.899"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Slovak Republic","SVK","0.718"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Slovenia","SVN","0.811"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Solomon Islands","SLB","0.451"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","South Africa","ZAF","0.408"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","South Sudan","SSD","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Spain","ESP","0.757"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Sri Lanka","LKA","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Sudan","SDN","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Sweden","SWE","0.815"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Switzerland","CHE","0.774"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Tajikistan","TJK","0.529"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Tanzania","TZA","0.41"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Thailand","THA","0.614"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Timor-Leste","TLS","0.472"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Togo","TGO","0.408"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Tonga","TON","0.523"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Trinidad and Tobago","TTO","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Tunisia","TUN","0.53"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Turkey","TUR","0.63"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Tuvalu","TUV","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Uganda","UGA","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Ukraine","UKR","0.686"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","United Arab Emirates","ARE","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","United Kingdom","GBR","0.789"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","United States","USA","0.757"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Uruguay","URY","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Vanuatu","VUT","0.489"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Vietnam","VNM","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","West Bank and Gaza","PSE","0.576"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Yemen, Rep.","YEM","0.363"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Zambia","ZMB","NA"
"Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","Zimbabwe","ZWE","NA"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Afghanistan","AFG","0.35"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Albania","ALB","0.624"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Algeria","DZA","0.535"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Angola","AGO","0.325"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Argentina","ARG","0.622"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Armenia","ARM","0.58"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Australia","AUS","0.796"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Austria","AUT","0.787"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Azerbaijan","AZE","NA"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Bahrain","BHR","0.685"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Bangladesh","BGD","0.481"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Belgium","BEL","0.754"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Benin","BEN","0.376"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Bosnia and Herzegovina","BIH","0.615"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Botswana","BWA","0.415"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Brazil","BRA","NA"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Bulgaria","BGR","0.686"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Burkina Faso","BFA","0.343"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Burundi","BDI","0.366"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Cambodia","KHM","NA"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Cameroon","CMR","0.368"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Canada","CAN","0.8"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Chad","TCD","0.274"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Chile","CHL","0.651"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","China","CHN","0.664"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Colombia","COL","0.589"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Comoros","COM","0.369"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Congo, Dem. Rep.","COD","0.35"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Congo, Rep.","COG","0.382"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Costa Rica","CRI","0.611"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Cote d'Ivoire","CIV","0.302"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Croatia","HRV","0.735"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Cyprus","CYP","0.751"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Czech Republic","CZE","0.79"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Denmark","DNK","0.776"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Dominican Republic","DOM","0.495"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Ecuador","ECU","0.609"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Egypt, Arab Rep.","EGY","0.49"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","El Salvador","SLV","0.499"
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","Estonia","EST","0.772"
