Type,"Country Code","Series Code","Time Code","Description"
FootNote,"Hong Kong SAR, China (HKG)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Hong Kong SAR, China (HKG)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017 from the UN Interagency Group for Child Mortality Estimates (Using Estimates for China)."
FootNote,"Hong Kong SAR, China (HKG)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017 from the UN Interagency Group for Child Mortality Estimates (Using Estimates for China)."
FootNote,"Hong Kong SAR, China (HKG)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017 from the UN Interagency Group for Child Mortality Estimates (Using Estimates for China)."
FootNote,"Honduras (HND)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Honduras (HND)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Honduras (HND)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Honduras (HND)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Honduras (HND)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Honduras (HND)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Honduras (HND)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2013 from the testing program: LLECE. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Honduras (HND)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2013 from the testing program: LLECE. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Honduras (HND)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2013 from the testing program: LLECE. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Honduras (HND)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Honduras (HND)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Honduras (HND)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Honduras (HND)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2012."
FootNote,"Honduras (HND)","Fraction of Children Under 5 Not Stunted, Female (HD.HCI.STNT.FE)","2017 (YR2017)","Estimates based on data for 2012."
FootNote,"Honduras (HND)","Fraction of Children Under 5 Not Stunted, Male (HD.HCI.STNT.MA)","2017 (YR2017)","Estimates based on data for 2012."
FootNote,"Croatia (HRV)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Croatia (HRV)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Croatia (HRV)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Croatia (HRV)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Croatia (HRV)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Croatia (HRV)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Croatia (HRV)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Croatia (HRV)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Croatia (HRV)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Croatia (HRV)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Croatia (HRV)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Croatia (HRV)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Haiti (HTI)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Haiti (HTI)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Haiti (HTI)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Haiti (HTI)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2017. Estimates are not adjusted for repetition."
FootNote,"Haiti (HTI)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2017. Estimates are not adjusted for repetition."
FootNote,"Haiti (HTI)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2017. Estimates are not adjusted for repetition."
FootNote,"Haiti (HTI)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2013 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Haiti (HTI)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2013 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Haiti (HTI)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2013 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Haiti (HTI)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Haiti (HTI)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Haiti (HTI)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Haiti (HTI)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2012."
FootNote,"Haiti (HTI)","Fraction of Children Under 5 Not Stunted, Female (HD.HCI.STNT.FE)","2017 (YR2017)","Estimates based on data for 2012."
FootNote,"Haiti (HTI)","Fraction of Children Under 5 Not Stunted, Male (HD.HCI.STNT.MA)","2017 (YR2017)","Estimates based on data for 2012."
FootNote,"Hungary (HUN)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Hungary (HUN)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Hungary (HUN)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Hungary (HUN)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Hungary (HUN)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Hungary (HUN)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Hungary (HUN)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Hungary (HUN)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Hungary (HUN)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Hungary (HUN)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Hungary (HUN)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Hungary (HUN)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Indonesia (IDN)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Indonesia (IDN)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Indonesia (IDN)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Indonesia (IDN)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition."
FootNote,"Indonesia (IDN)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition."
FootNote,"Indonesia (IDN)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition."
FootNote,"Indonesia (IDN)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Indonesia (IDN)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Indonesia (IDN)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Indonesia (IDN)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Indonesia (IDN)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Indonesia (IDN)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Indonesia (IDN)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2016 from the Indonesia Health Indicators Survey (Sirkesnas)."
FootNote,"Indonesia (IDN)","Fraction of Children Under 5 Not Stunted, Female (HD.HCI.STNT.FE)","2017 (YR2017)","Estimates based on data for 2016 from the Indonesia Health Indicators Survey (Sirkesnas)."
FootNote,"Indonesia (IDN)","Fraction of Children Under 5 Not Stunted, Male (HD.HCI.STNT.MA)","2017 (YR2017)","Estimates based on data for 2016 from the Indonesia Health Indicators Survey (Sirkesnas)."
FootNote,"India (IND)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"India (IND)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"India (IND)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"India (IND)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2013. Estimates are adjusted for repetition."
FootNote,"India (IND)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2013. Estimates are adjusted for repetition."
FootNote,"India (IND)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2013. Estimates are adjusted for repetition."
FootNote,"India (IND)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2009 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"India (IND)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2009 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"India (IND)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2009 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"India (IND)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"India (IND)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"India (IND)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"India (IND)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2015."
FootNote,"India (IND)","Fraction of Children Under 5 Not Stunted, Female (HD.HCI.STNT.FE)","2017 (YR2017)","Estimates based on data for 2015."
FootNote,"India (IND)","Fraction of Children Under 5 Not Stunted, Male (HD.HCI.STNT.MA)","2017 (YR2017)","Estimates based on data for 2015."
FootNote,"Ireland (IRL)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Ireland (IRL)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Ireland (IRL)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Ireland (IRL)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition."
FootNote,"Ireland (IRL)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
